"International Name";"Name of NCA";"Home Country";"Identification code";"LEI";"Official name of the entity";"Cross border status";"EU Country where the entity operates";"Local/Commercial name";"Registration start date";"Registration end date";"Street Name";"Street Number";"Post Code";"City";"County";"Website address";"Operation Start Date";"Operation End Date";
"COLONNADE INSURANCE S.A.";"Commissariat aux Assurances (CAA)";"LU";"ACOLINSI";"222100IUSAKCDAYTMX08";"COLONNADE INSURANCE S.A.";"FPS for EEA Branches";"SE";"";"19/06/2017 00:00:00";"";"rue Jean Piret";"";"2350";"LUXEMBOURG";"";"";"19/06/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CZ";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EE";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"DK";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"RO";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EL";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"AT";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FI";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"SI";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"ES";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FR";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BG";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HU";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"DE";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IE";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HR";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IS";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CZ";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LI";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BE";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IT";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"DK";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LV";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EE";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LT";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EL";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"NO";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CY";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"NL";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FR";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"MT";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FI";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"PT";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HR";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"PL";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HU";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"RO";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LI";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"SI";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IT";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"SE";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IE";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"MT";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LV";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"AT";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IS";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BE";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CY";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"LT";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BG";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"NL";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"DK";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"NO";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CZ";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"PL";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EE";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"PT";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"RO";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FR";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"SE";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BG";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"FI";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CY";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"EL";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"ES";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"AT";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSES";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"SI";"";"22/12/2017 00:00:00";"";"Paseo de la Castellana 259 C-8a PI Norte, Edificio Torre Cristal";"";"28046";"MADRID";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSBE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"DE";"";"22/12/2017 00:00:00";"";"Spaces Manhattan Center, Avenue du Boulevard 21";"";"1210";"BRUXELLES";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HR";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IE";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSFR";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"AT";"";"22/12/2017 00:00:00";"";"Coeur defense, 110 esplanade du Général de Gaulle";"";"92931";"PARIS";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"HU";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSFR";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BE";"";"22/12/2017 00:00:00";"";"Coeur defense, 110 esplanade du Général de Gaulle";"";"92931";"PARIS";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSFR";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"BG";"";"22/12/2017 00:00:00";"";"Coeur defense, 110 esplanade du Général de Gaulle";"";"92931";"PARIS";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSDE";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"IT";"";"22/12/2017 00:00:00";"";"Taunusanlage 8";"";"60329";"FRANKFURT AM MAIN";"";"";"22/12/2017 00:00:00";"";
"FM INSURANCE EUROPE S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFMINSFR";"222100GPK3TXH3YGOB37";"FM INSURANCE EUROPE S.A.";"FPS for EEA Branches";"CY";"";"22/12/2017 00:00:00";"";"Coeur defense, 110 esplanade du Général de Gaulle";"";"92931";"PARIS";"";"";"22/12/2017 00:00:00";"";
